skills,education,years_experience,past_job_titles,certifications,required_skills,job_title,job_level,industry,skill_match_score,hired,performance_score
"Project Management, Docker, Kubernetes, Power BI, AWS",Master's,2.6,"Frontend Developer, Data Engineer",Scrum Master,"Statistics, DevOps, Kubernetes, Excel",QA Engineer,Manager,Retail,0.25,0,0.0
Java,Master's,8.2,"Project Manager, DevOps Engineer",CompTIA,"Python, Azure, Power BI, Tableau",Frontend Developer,Senior,Tech,0.0,0,0.0
"Python, R, Tableau, SQL",Master's,8.3,"QA Engineer, UX Designer",Google Cloud,"SQL, JavaScript",Full Stack Developer,Director,Retail,0.5,1,8.4
"Java, AWS, C++",Bachelor's,7.1,"Full Stack Developer, Data Engineer, QA Engineer",PMP,"NLP, SQL, GCP, Java",DevOps Engineer,Lead,Retail,0.25,1,5.1
"Python, GCP, Data Analysis, Excel, C++",High School,13.5,Backend Developer,CompTIA,Python,Machine Learning Engineer,Director,Consulting,1.0,1,8.6
"Tableau, Azure, Kubernetes, Docker",High School,3.6,DevOps Engineer,Microsoft Certified,"C++, Project Management, AWS",Frontend Developer,Lead,Energy,0.0,0,0.0
"DevOps, NLP",PhD,9.0,DevOps Engineer,Scrum Master,"NLP, C++, GCP",Machine Learning Engineer,Lead,Finance,0.3333333333333333,1,9.1
"Tableau, Data Analysis, Machine Learning",Associate's,6.1,Data Scientist,Scrum Master,AWS,UX Designer,Director,Education,0.0,1,5.1
"Python, Computer Vision, NLP",Associate's,13.1,"Software Engineer, Project Manager, Data Engineer",CompTIA,"Data Analysis, Excel, C++",Project Manager,Manager,Healthcare,0.0,0,0.0
"Java, Project Management, Python, NLP, C++",High School,2.0,"UX Designer, Data Scientist",Scrum Master,"SQL, Computer Vision, Kubernetes, JavaScript",Machine Learning Engineer,Manager,Education,0.0,0,0.0
"R, Machine Learning",Associate's,1.2,"Business Analyst, Data Engineer",None,"Python, Computer Vision, Tableau, GCP",Project Manager,Junior,Education,0.0,0,0.0
"Python, SQL, C++",High School,14.9,"Frontend Developer, Business Analyst, Data Scientist",Cisco Certified,"Computer Vision, Project Management, SQL",Cloud Architect,Mid,Tech,0.3333333333333333,1,7.8
Project Management,Master's,8.7,"QA Engineer, Data Scientist, Full Stack Developer",Scrum Master,"C++, Java",Frontend Developer,Mid,Energy,0.0,0,0.0
"Python, JavaScript, R",PhD,13.7,"Cloud Architect, DevOps Engineer",Cisco Certified,"Deep Learning, AWS",Project Manager,Lead,Energy,0.0,1,5.9
"Tableau, AWS",Associate's,6.1,Data Scientist,Cisco Certified,"Project Management, Docker",Data Engineer,Senior,Education,0.0,0,0.0
Statistics,Master's,9.1,"Software Engineer, Project Manager",None,"SQL, Kubernetes, Java",Backend Developer,Senior,Education,0.0,0,0.0
"R, DevOps, Python, Machine Learning",Associate's,10.4,Backend Developer,Microsoft Certified,"Deep Learning, Java",Machine Learning Engineer,Lead,Manufacturing,0.0,0,0.0
"JavaScript, Kubernetes, Machine Learning, R",PhD,14.8,"DevOps Engineer, Software Engineer",Google Cloud,"Computer Vision, Deep Learning",Backend Developer,Junior,Manufacturing,0.0,0,0.0
"Computer Vision, Java, Excel, JavaScript",Bachelor's,1.7,"Backend Developer, Full Stack Developer",Google Cloud,"Statistics, Java, JavaScript, Cloud Computing",Machine Learning Engineer,Lead,Healthcare,0.5,0,0.0
"Kubernetes, Machine Learning, AWS, Data Analysis",PhD,1.9,Product Manager,CISSP,"Tableau, DevOps, Power BI, Statistics",Full Stack Developer,Manager,Consulting,0.0,1,3.9
"Power BI, Excel, Statistics, Python",Master's,7.8,"Data Scientist, Product Manager, Machine Learning Engineer",Microsoft Certified,NLP,QA Engineer,Senior,Energy,0.0,0,0.0
"Deep Learning, AWS, R",PhD,0.8,"Cloud Architect, Product Manager, Full Stack Developer",CISSP,"Data Analysis, AWS, Power BI, DevOps",Software Engineer,Mid,Retail,0.25,0,0.0
"AWS, DevOps, Computer Vision, SQL, R",Master's,10.9,"QA Engineer, Cloud Architect",None,"Docker, DevOps, SQL, Power BI",Business Analyst,Director,Finance,0.5,1,7.7
Statistics,PhD,14.9,"Data Engineer, Machine Learning Engineer",AWS Certified,"Docker, AWS",DevOps Engineer,Junior,Finance,0.0,1,5.7
"GCP, Tableau",Associate's,12.2,"Backend Developer, Business Analyst",AWS Certified,"Tableau, Machine Learning, Kubernetes",DevOps Engineer,Manager,Education,0.3333333333333333,1,5.2
AWS,PhD,4.0,"Business Analyst, UX Designer, Backend Developer",Google Cloud,GCP,Data Scientist,Senior,Education,0.0,0,0.0
"DevOps, Kubernetes, Statistics, Tableau",PhD,12.0,"Machine Learning Engineer, Data Engineer",Microsoft Certified,"Statistics, Computer Vision, Python",DevOps Engineer,Director,Healthcare,0.3333333333333333,1,6.4
Statistics,High School,9.4,Frontend Developer,Scrum Master,"Cloud Computing, JavaScript, AWS, Docker",Data Scientist,Lead,Finance,0.0,0,0.0
"Tableau, Java, Statistics",PhD,1.8,Full Stack Developer,Cisco Certified,"SQL, Docker, Cloud Computing",Project Manager,Lead,Tech,0.0,1,6.1
"Azure, Tableau, SQL, Kubernetes, Python",Associate's,8.5,Software Engineer,None,Statistics,Business Analyst,Senior,Manufacturing,0.0,1,4.6
"DevOps, GCP, NLP, Machine Learning",Master's,13.5,Data Engineer,Microsoft Certified,Data Analysis,Cloud Architect,Manager,Energy,0.0,1,5.5
NLP,Bachelor's,4.3,Backend Developer,Cisco Certified,Power BI,DevOps Engineer,Lead,Healthcare,0.0,0,0.0
"Deep Learning, JavaScript",Bachelor's,9.9,Frontend Developer,PMP,"Power BI, Python",QA Engineer,Lead,Tech,0.0,1,7.3
Tableau,Bachelor's,0.6,"Data Scientist, Full Stack Developer, Product Manager",CISSP,Cloud Computing,Data Scientist,Manager,Energy,0.0,0,0.0
"Kubernetes, R, Excel",Bachelor's,12.5,"Cloud Architect, Frontend Developer, Product Manager",None,"Data Analysis, Statistics",Full Stack Developer,Senior,Tech,0.0,0,0.0
"Java, Excel, Tableau, Docker, GCP",Master's,3.1,"QA Engineer, Product Manager",Google Cloud,SQL,Product Manager,Senior,Transportation,0.0,0,0.0
"Tableau, SQL, Docker, Kubernetes",Master's,9.1,"Business Analyst, Software Engineer",Microsoft Certified,Tableau,Product Manager,Junior,Education,1.0,1,10.0
"AWS, SQL",Bachelor's,7.9,DevOps Engineer,AWS Certified,NLP,Full Stack Developer,Director,Government,0.0,0,0.0
"R, Cloud Computing, JavaScript, Project Management, Kubernetes",PhD,8.2,"Product Manager, Project Manager",Cisco Certified,"NLP, Data Analysis",Product Manager,Lead,Tech,0.0,1,5.6
"Machine Learning, DevOps, Cloud Computing",PhD,3.8,Product Manager,Cisco Certified,Deep Learning,Product Manager,Director,Tech,0.0,0,0.0
"SQL, Computer Vision, Machine Learning",High School,8.4,"Data Scientist, Cloud Architect, Project Manager",None,"SQL, Python",Software Engineer,Manager,Manufacturing,0.5,1,5.1
"NLP, Tableau, Deep Learning, Machine Learning",Master's,9.0,"Backend Developer, Machine Learning Engineer, Project Manager",Scrum Master,"NLP, AWS, Deep Learning",Business Analyst,Mid,Finance,0.6666666666666666,1,7.8
"Docker, Tableau, SQL",High School,6.4,"Project Manager, Software Engineer, Frontend Developer",CompTIA,"Deep Learning, Project Management, R, Azure",Full Stack Developer,Manager,Consulting,0.0,0,0.0
"Tableau, Python, SQL, GCP, DevOps",Associate's,9.5,Cloud Architect,CompTIA,"Computer Vision, DevOps, Project Management",QA Engineer,Senior,Transportation,0.3333333333333333,0,0.0
"Azure, AWS",Master's,2.9,Product Manager,CISSP,DevOps,Product Manager,Junior,Transportation,0.0,0,0.0
"Kubernetes, Excel, Docker",Bachelor's,7.7,"Full Stack Developer, Business Analyst",Scrum Master,"Power BI, Tableau",UX Designer,Lead,Government,0.0,0,0.0
"SQL, Power BI, GCP, Python",Bachelor's,10.8,Project Manager,None,"Project Management, Python",Full Stack Developer,Senior,Education,0.5,1,6.3
"Java, Docker",High School,5.5,QA Engineer,Microsoft Certified,C++,DevOps Engineer,Manager,Healthcare,0.0,0,0.0
Java,Master's,6.2,Full Stack Developer,Microsoft Certified,"JavaScript, Machine Learning",Backend Developer,Manager,Education,0.0,0,0.0
R,PhD,2.5,Machine Learning Engineer,None,"Python, Statistics",Business Analyst,Mid,Transportation,0.0,0,0.0
"NLP, R, Data Analysis",Master's,9.2,Data Engineer,CISSP,"Tableau, Machine Learning",Backend Developer,Lead,Energy,0.0,1,5.1
"SQL, Statistics, AWS, Computer Vision",High School,1.9,"Frontend Developer, Data Scientist",CISSP,"Data Analysis, Deep Learning, SQL, Computer Vision",Software Engineer,Mid,Education,0.5,0,0.0
"SQL, Tableau, C++, Azure, AWS",High School,7.5,Full Stack Developer,Google Cloud,"Java, GCP, AWS",Product Manager,Lead,Education,0.3333333333333333,0,0.0
"SQL, JavaScript, Docker, Statistics",Bachelor's,3.2,"DevOps Engineer, Data Scientist, Project Manager",PMP,"JavaScript, GCP, Data Analysis, Tableau",Backend Developer,Director,Consulting,0.25,0,0.0
"Java, AWS, DevOps, Python",Bachelor's,2.9,"Data Scientist, DevOps Engineer, Product Manager",Scrum Master,"Docker, Java, Azure, Power BI",UX Designer,Mid,Consulting,0.25,0,0.0
"Power BI, Deep Learning",Associate's,1.4,Data Engineer,Microsoft Certified,"GCP, Excel, AWS",Product Manager,Mid,Retail,0.0,0,0.0
JavaScript,High School,5.4,"Backend Developer, UX Designer",Google Cloud,Docker,Frontend Developer,Director,Energy,0.0,0,0.0
"Azure, Java, Machine Learning",Associate's,13.0,"Project Manager, Machine Learning Engineer, Data Engineer",Cisco Certified,"Power BI, DevOps, GCP",Cloud Architect,Senior,Consulting,0.0,0,0.0
"Docker, Machine Learning, Project Management",Associate's,9.1,"Data Scientist, Machine Learning Engineer",None,"C++, Excel, JavaScript, R",DevOps Engineer,Senior,Consulting,0.0,1,5.0
"Python, JavaScript, DevOps, Docker, Statistics",Bachelor's,11.7,"Project Manager, Business Analyst",CompTIA,"C++, SQL, NLP",Cloud Architect,Junior,Tech,0.0,0,0.0
"Power BI, Kubernetes",PhD,1.7,Machine Learning Engineer,Cisco Certified,"Data Analysis, Docker",Cloud Architect,Junior,Government,0.0,0,0.0
"Java, R, SQL, JavaScript",Bachelor's,4.7,Product Manager,CISSP,"Tableau, Data Analysis, Excel, Cloud Computing",Cloud Architect,Lead,Finance,0.0,0,0.0
"Statistics, DevOps, GCP, Computer Vision, Python",Master's,5.8,"Product Manager, QA Engineer, Data Engineer",Microsoft Certified,"NLP, R, Excel, Docker",Product Manager,Senior,Tech,0.0,0,0.0
"Power BI, Java",PhD,12.9,"Software Engineer, Backend Developer",AWS Certified,"C++, JavaScript, Docker",UX Designer,Junior,Education,0.0,1,6.6
"Statistics, DevOps, Data Analysis, Machine Learning, Docker",High School,10.0,"Full Stack Developer, UX Designer, Data Scientist",None,"Deep Learning, Python",Product Manager,Mid,Government,0.0,0,0.0
"NLP, Docker, Deep Learning, Power BI, C++",PhD,7.4,"Backend Developer, Project Manager, Business Analyst",None,"DevOps, Computer Vision, Machine Learning",Backend Developer,Junior,Finance,0.0,1,6.3
"Machine Learning, Data Analysis, Cloud Computing, Project Management",High School,4.5,Frontend Developer,Google Cloud,"Azure, JavaScript, Computer Vision",Data Scientist,Lead,Consulting,0.0,0,0.0
"Statistics, Data Analysis, GCP",High School,11.4,UX Designer,Microsoft Certified,"JavaScript, Docker, Cloud Computing",DevOps Engineer,Junior,Consulting,0.0,0,0.0
Excel,Associate's,13.3,Full Stack Developer,CompTIA,C++,Business Analyst,Lead,Education,0.0,0,0.0
"Statistics, Computer Vision, C++, Deep Learning",Master's,8.1,"Machine Learning Engineer, Project Manager, Data Engineer",Cisco Certified,"Power BI, AWS",Cloud Architect,Lead,Transportation,0.0,0,0.0
"Deep Learning, Cloud Computing, Data Analysis, SQL, DevOps",Bachelor's,0.7,"Software Engineer, Machine Learning Engineer, Data Scientist",Scrum Master,"Cloud Computing, R, Tableau, DevOps",Business Analyst,Director,Finance,0.5,0,0.0
"JavaScript, DevOps",Associate's,4.1,"Project Manager, Data Scientist",Microsoft Certified,"Machine Learning, Computer Vision",Data Scientist,Junior,Manufacturing,0.0,0,0.0
"Excel, Tableau",Associate's,11.2,Cloud Architect,Scrum Master,"SQL, Project Management, Kubernetes",Full Stack Developer,Mid,Healthcare,0.0,0,0.0
"Data Analysis, SQL, Computer Vision, C++",Master's,5.8,UX Designer,CompTIA,NLP,Project Manager,Lead,Manufacturing,0.0,1,8.6
"Statistics, Kubernetes",Bachelor's,9.4,Full Stack Developer,Cisco Certified,"Azure, SQL",Software Engineer,Lead,Consulting,0.0,0,0.0
"SQL, NLP, Power BI",Associate's,7.9,"Software Engineer, Full Stack Developer",PMP,"Deep Learning, Azure, Machine Learning",Project Manager,Senior,Consulting,0.0,0,0.0
"Tableau, Statistics, DevOps, SQL",PhD,13.6,"Cloud Architect, Backend Developer",CISSP,"SQL, Azure, R, Statistics",UX Designer,Mid,Tech,0.5,1,6.8
JavaScript,Bachelor's,4.6,Full Stack Developer,Google Cloud,"Kubernetes, Statistics, R, Azure",Project Manager,Lead,Transportation,0.0,0,0.0
"Statistics, Cloud Computing, Excel",Master's,6.7,Machine Learning Engineer,Microsoft Certified,Data Analysis,QA Engineer,Lead,Energy,0.0,1,5.4
"Computer Vision, JavaScript, Cloud Computing, Java",PhD,1.0,"Cloud Architect, Backend Developer, Software Engineer",Google Cloud,"Cloud Computing, GCP, AWS",UX Designer,Senior,Tech,0.3333333333333333,1,4.9
"Azure, SQL, Python, Power BI, Kubernetes",PhD,12.1,"Frontend Developer, QA Engineer",CISSP,"Statistics, Excel, Java",QA Engineer,Director,Finance,0.0,1,7.8
Power BI,Associate's,4.9,Frontend Developer,Scrum Master,"Deep Learning, Python, Azure, GCP",Data Engineer,Director,Consulting,0.0,0,0.0
R,Master's,10.8,"Product Manager, Business Analyst, Cloud Architect",PMP,Project Management,Software Engineer,Manager,Tech,0.0,0,0.0
GCP,Master's,0.0,"Full Stack Developer, UX Designer",AWS Certified,Power BI,Backend Developer,Junior,Retail,0.0,0,0.0
"NLP, Data Analysis, GCP",Associate's,13.0,QA Engineer,CompTIA,"GCP, Java",UX Designer,Senior,Transportation,0.5,1,6.4
Statistics,Bachelor's,14.6,"Full Stack Developer, Frontend Developer",CISSP,"Java, Project Management, R",Software Engineer,Lead,Energy,0.0,0,0.0
"Deep Learning, DevOps, Azure",High School,7.0,"Product Manager, QA Engineer, Project Manager",None,Azure,Backend Developer,Director,Healthcare,1.0,1,9.1
"Computer Vision, DevOps",Associate's,7.2,Business Analyst,AWS Certified,NLP,UX Designer,Senior,Manufacturing,0.0,0,0.0
"R, Power BI, Cloud Computing, Data Analysis, DevOps",PhD,9.2,"DevOps Engineer, Business Analyst",Google Cloud,"JavaScript, R, Docker",Cloud Architect,Lead,Government,0.3333333333333333,1,4.6
"Power BI, NLP",High School,14.6,"Backend Developer, Full Stack Developer, DevOps Engineer",PMP,C++,Machine Learning Engineer,Lead,Energy,0.0,1,3.9
"Python, Project Management, R, Computer Vision",Bachelor's,8.4,"QA Engineer, Cloud Architect, Data Engineer",PMP,"Computer Vision, GCP",Data Scientist,Junior,Government,0.5,1,6.1
"SQL, JavaScript, DevOps, Machine Learning",Bachelor's,1.1,Cloud Architect,Microsoft Certified,Cloud Computing,QA Engineer,Lead,Consulting,0.0,0,0.0
"GCP, AWS, Excel, Computer Vision, Docker",Bachelor's,8.5,QA Engineer,None,"NLP, C++, Computer Vision",DevOps Engineer,Junior,Tech,0.3333333333333333,1,6.2
Statistics,High School,6.3,"UX Designer, Business Analyst",Google Cloud,"Statistics, Kubernetes, C++, Computer Vision",UX Designer,Mid,Manufacturing,0.25,0,0.0
"SQL, DevOps",Associate's,11.4,"DevOps Engineer, Full Stack Developer, Data Engineer",CompTIA,Azure,Frontend Developer,Director,Retail,0.0,1,5.3
Project Management,Master's,4.6,"Data Engineer, Frontend Developer",CompTIA,"NLP, Kubernetes, Data Analysis, Cloud Computing",DevOps Engineer,Manager,Energy,0.0,0,0.0
"Project Management, Python, Tableau",Associate's,13.9,"Project Manager, QA Engineer",Google Cloud,"Java, Azure",Project Manager,Junior,Tech,0.0,1,7.2
"Docker, AWS, Project Management, C++",Associate's,12.0,Machine Learning Engineer,AWS Certified,"C++, DevOps, Deep Learning",Product Manager,Junior,Finance,0.3333333333333333,1,6.8
"Power BI, Data Analysis, Kubernetes, AWS, Java",High School,4.9,Data Scientist,Cisco Certified,"Docker, NLP",Business Analyst,Senior,Retail,0.0,0,0.0
Cloud Computing,PhD,5.3,"Machine Learning Engineer, DevOps Engineer, QA Engineer",Cisco Certified,Project Management,Business Analyst,Manager,Manufacturing,0.0,0,0.0
"DevOps, Docker, Data Analysis, Deep Learning, Statistics",High School,7.8,"Cloud Architect, QA Engineer, Data Engineer",PMP,"Project Management, Deep Learning",Product Manager,Manager,Consulting,0.5,1,6.4
"Azure, Machine Learning",PhD,1.5,Full Stack Developer,Cisco Certified,Deep Learning,Software Engineer,Mid,Transportation,0.0,0,0.0
DevOps,High School,10.4,"Project Manager, DevOps Engineer, Machine Learning Engineer",None,"Power BI, Java, Project Management",Product Manager,Director,Education,0.0,0,0.0
"AWS, NLP",PhD,9.1,"Product Manager, Machine Learning Engineer",Google Cloud,"JavaScript, R, C++, Azure",Business Analyst,Director,Finance,0.0,0,0.0
"DevOps, Power BI, Tableau",Master's,4.8,"Data Scientist, Data Engineer",Microsoft Certified,"AWS, Data Analysis",Data Engineer,Senior,Consulting,0.0,0,0.0
"Azure, Project Management, C++",Master's,9.6,"Full Stack Developer, Cloud Architect, QA Engineer",CISSP,"Computer Vision, JavaScript",Data Scientist,Manager,Government,0.0,0,0.0
"Machine Learning, Java",Bachelor's,1.5,Project Manager,PMP,"Power BI, Excel, C++",UX Designer,Senior,Finance,0.0,0,0.0
"Deep Learning, Power BI, AWS, Machine Learning, Data Analysis",Bachelor's,14.3,"Backend Developer, Business Analyst, Product Manager",Cisco Certified,"Python, Project Management, Docker, Kubernetes",Software Engineer,Senior,Education,0.0,0,0.0
"SQL, JavaScript, Project Management, AWS",PhD,1.0,"UX Designer, Data Scientist, QA Engineer",Microsoft Certified,"DevOps, Machine Learning, R, Azure",Business Analyst,Junior,Manufacturing,0.0,0,0.0
Kubernetes,Associate's,4.9,"Cloud Architect, Business Analyst",Google Cloud,"R, AWS",Data Engineer,Junior,Transportation,0.0,0,0.0
"SQL, Java",Bachelor's,14.6,"Project Manager, Data Scientist",CISSP,GCP,UX Designer,Senior,Tech,0.0,0,0.0
"R, GCP, AWS, DevOps, SQL",High School,6.0,"Frontend Developer, Business Analyst",Microsoft Certified,"JavaScript, C++",Data Scientist,Mid,Transportation,0.0,0,0.0
Excel,Master's,13.3,"UX Designer, Backend Developer, Full Stack Developer",CISSP,"Python, Azure",Data Scientist,Director,Manufacturing,0.0,1,5.4
"Statistics, Project Management, NLP, DevOps, Docker",Bachelor's,2.3,"Machine Learning Engineer, QA Engineer",CompTIA,"Computer Vision, Java",Product Manager,Mid,Energy,0.0,0,0.0
"GCP, Cloud Computing, Azure",Bachelor's,1.0,Software Engineer,Google Cloud,Python,Data Scientist,Mid,Healthcare,0.0,0,0.0
"Python, Deep Learning, Machine Learning, Project Management",Bachelor's,1.6,DevOps Engineer,CompTIA,"Machine Learning, Data Analysis, R, JavaScript",Data Engineer,Lead,Healthcare,0.25,0,0.0
"Kubernetes, DevOps, Azure, NLP",High School,14.6,"Product Manager, Full Stack Developer, Machine Learning Engineer",Microsoft Certified,"Computer Vision, Python, Deep Learning, Azure",Data Engineer,Lead,Energy,0.25,1,4.8
"DevOps, Kubernetes, Docker, Excel",High School,1.3,"QA Engineer, Backend Developer, Data Scientist",Microsoft Certified,"Python, Machine Learning",QA Engineer,Lead,Finance,0.0,0,0.0
